question,position,jobTitle,company,year,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Are you familiar with data structures in Modern C++?,Software Engineer,Senior Software Engineer,NVIDIA,2021,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with data structures in Modern C++?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Do you have experience with basic C concepts such as malloc, pointer arithmetic, and struct packing?",Software Engineer,Software Engineer(Internship),NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Do you have experience with basic C concepts such as malloc, pointer arithmetic, and struct packing?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you describe a project you have worked on? What were the challenges you faced and what were your strengths? How did you measure success?,Software Engineer,Software Engineer(Internship),NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a project you have worked on? What were the challenges you faced and what were your strengths? How did '. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to count the number of occurrences of whitespace-separated strings in a file?,Software Engineer,Software Engineer(Internship),NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to count the number of occurrences of whitespace-separated strings in a file?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of a project you managed from start to finish?,Software Engineer,Software Engineering Manager,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of a project you managed from start to finish?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you prioritize tasks and manage timelines in a project?,Software Engineer,Software Engineering Manager,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you prioritize tasks and manage timelines in a project?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What tools or software do you use for project management?,Software Engineer,Software Engineering Manager,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What tools or software do you use for project management?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your relevant activities and experiences as mentioned in your resume?,Software Engineer,Software Engineer,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss your relevant activities and experiences as mentioned in your resume?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your understanding of bit manipulation in C?,Systems Engineer,Systems Engineer,NVIDIA,2022,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain your understanding of bit manipulation in C?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you deal with the inaccuracy of floating point comparisons?,Software Engineer,Senior Software Engineer,NVIDIA,2009,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you deal with the inaccuracy of floating point comparisons?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Distinguish pointers and references in C++,Software Engineer,Senior Software Engineer,NVIDIA,2009,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Distinguish pointers and references in C++'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What do you do well in your current job that you think would make you a good fit for this position?,Software Engineer,Engineering Manager,NVIDIA,2008,Computer Networks,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What do you do well in your current job that you think would make you a good fit for this position?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the producer/consumer theory and analyze a specific model case?,Software Engineer,Software Engineer,NVIDIA,2007,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the producer/consumer theory and analyze a specific model case?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
